name,price,original_price,cost,category,sub_category,icon,stock,sku,supplier_id,description,tags,brand,image_url,image_urls,is_b2b,moq,tax_mode
"Subag lo, ( butter ) 600ml",5.00,0.00,0.00,food,dairy,🍎,100,,9001,"Subag lo, ( butter ) 600ml. Available at Adeeg Market.",{},,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/subaglo.jpg?v=1778996633,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/subaglo.jpg?v=1778996633""}",false,1,none
Saudia Milk Low Fat 1L,1.50,0.00,0.00,food,dairy,🍎,100,01-06-04-01-05,9001,Saudia Milk Low Fat 1L. Available at Adeeg Market.,"{""breakfast"",""breakfast_and_milk"",""caano"",""dairy"",""dairy_eggs"",""fresh_food"",""fresh_foods"",""long_life_milk"",""Low Fat"",""milk"",""milk_products"",""saudia"",""Saudia Milk"",""Saudia Milk Low Fat 1L"",""saudia_milk""}",saudia,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/3627-01.jpg?v=1636963160,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/3627-01.jpg?v=1636963160""}",false,1,none
Arjan Extra Virgin Olive Oil 5 liter,36.00,0.00,0.00,food,packaged,🍎,100,,9001,Arjan Extra Virgin Olive Oil 5 liter. Available at Adeeg Market.,{},,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/arjan-extra-virgin-olive-oil-3-pet-5-ltr.webp?v=1774327322,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/arjan-extra-virgin-olive-oil-3-pet-5-ltr.webp?v=1774327322""}",false,1,none
Nadec Milk Full Fat 1L,1.70,0.00,0.00,food,dairy,🍎,100,242869,9001,Nadec Milk Full Fat 1L. Available at Adeeg Market.,"{""breakfast"",""breakfast_and_milk"",""caano"",""dairy"",""dairy_eggs"",""fresh_food"",""fresh_foods"",""fresh_milk"",""Full Fat 1L"",""long_life_milk"",""milk"",""milk_products"",""Nadec"",""Nadec Milk"",""Nadec Milk Full Fat""}",Safa,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6281057010011_bfd15e4c-43c1-4934-bb88-b6b82fe09299.png?v=1771848841,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6281057010011_bfd15e4c-43c1-4934-bb88-b6b82fe09299.png?v=1771848841""}",false,1,none
PRIMO MAYONNAISE 345gr,1.25,0.00,0.00,clothes,mens,👕,100,268245,9001,PRIMO MAYONNAISE 345gr. Available at Adeeg Market.,"{""bisbaas"",""dressings"",""food_preparation"",""mayoonees"",""miinees"",""PRIMO MAYONNAISE"",""stock_and_mayonnaise""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/WhatsAppImage2026-02-23at11.32.55_2.png?v=1771847123,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/WhatsAppImage2026-02-23at11.32.55_2.png?v=1771847123""}",false,1,none
PRIMO MAYONNAISE 33Ogr,1.50,0.00,0.00,clothes,mens,👕,100,268258,9001,PRIMO MAYONNAISE 33Ogr. Available at Adeeg Market.,"{""bisbaas"",""dressings"",""food_preparation"",""mayoonees"",""miinees"",""PRIMO MAYONNAISE"",""stock_and_mayonnaise""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/WhatsAppImage2026-02-23at11.32.55_1.png?v=1771847053,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/WhatsAppImage2026-02-23at11.32.55_1.png?v=1771847053""}",false,1,none
PRIMO HOT KETCHUP 400ML,1.50,0.00,0.00,clothes,mens,👕,100,268231,9001,PRIMO HOT KETCHUP 400ML. Available at Adeeg Market.,"{""food_preparation"",""PRIMO HOT KETCHUP"",""sauce_and_dressings"",""tomato_chilli_sauce"",""tomato_ketchup"",""tomato_paste_sauce_ketchup"",""yaanyo""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/WhatsAppImage2026-02-23at11.32.56.png?v=1771847008,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/WhatsAppImage2026-02-23at11.32.56.png?v=1771847008""}",false,1,none
PRIMO KETCHUP MILD 400ML,1.50,0.00,0.00,clothes,mens,👕,100,268246,9001,PRIMO KETCHUP MILD 400ML. Available at Adeeg Market.,"{""food_preparation"",""sauce_and_dressings"",""tomato_chilli_sauce"",""tomato_ketchup"",""tomato_paste_sauce_ketchup"",""yaanyo""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/WhatsAppImage2026-02-23at11.32.56_1.png?v=1771846947,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/WhatsAppImage2026-02-23at11.32.56_1.png?v=1771846947""}",false,1,none
Sirma Water 500Ml,0.30,0.00,0.00,food,beverages,🍎,100,243553,9001,Sirma Water 500Ml. Available at Adeeg Market.,"{""biyo"",""cabitaan"",""cold_drinks"",""drinks"",""mineral_water"",""Sirma Water"",""water"",""weekend""}",Afi,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Sirmawater500.png?v=1770884988,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Sirmawater500.png?v=1770884988"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Sirmawater500ctn.png?v=1770884988""}",false,1,none
Sirma Water 330Ml,0.20,0.00,0.00,food,beverages,🍎,100,243552,9001,Sirma Water 330Ml. Available at Adeeg Market.,"{""biyo"",""cabitaan"",""cold_drinks"",""drinks"",""mineral_water"",""Sirma Water"",""water"",""weekend""}",Afi,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Sirmawater330.png?v=1770884772,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Sirmawater330.png?v=1770884772"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Sirmawater330ctn.png?v=1770884772""}",false,1,none
Nunalac Toddler Formula stage 3 900gram,14.00,0.00,0.00,other,misc,📦,100,,9001,Nunalac Toddler Formula stage 3 900gram. Available at Adeeg Market.,{},,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6dc3faa0-b32e-41b6-aa8e-b70568113692.jpg?v=1769601578,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6dc3faa0-b32e-41b6-aa8e-b70568113692.jpg?v=1769601578""}",false,1,none
Iphone 17Pro max 256GB,1470.00,0.00,0.00,electronics,phones,📱,100,266700,9001,Iphone 17Pro max 256GB. Available at Adeeg Market.,"{""apple_products"",""electronics"",""Iphone 17Pro max"",""mobile"",""mobile_&_accessories"",""Mobiles"",""smart_phones""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2667000000_1.png?v=1768736419,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2667000000_1.png?v=1768736419"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2667000000.png?v=1768736420""}",false,1,none
Ashoka Plain Paratha 400Gm,2.00,0.00,0.00,food,fresh,🍎,0,01-02-03-01-20,9001,Ashoka Plain Paratha 400Gm. Available at Adeeg Market.,"{""bakery"",""bakery_bread"",""bread"",""Bread Rolls Buns"",""Fresh Bread"",""fresh_bakery"",""fresh_bread"",""fresh_food"",""paratha"",""sale""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/plainparatha.jpg?v=1636544668,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/plainparatha.jpg?v=1636544668""}",false,1,none
Ukun Guduud (Brown Egg),5.50,0.00,0.00,food,fresh,🍎,100,01-01-02-01-01,9001,Ukun Guduud (Brown Egg). Available at Adeeg Market.,"{""dairy_eggs"",""dairy_products"",""eggs"",""fresh_food"",""fresh_foods"",""Ukun"",""Ukun Guduud (Brown Egg)""}",Eggs,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/egg_tray.jpg?v=1766588398,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/egg_tray.jpg?v=1766588398""}",false,1,none
Sadia Chicken Franks 340G,2.50,0.00,0.00,food,fresh,🍎,100,,9001,Sadia Chicken Franks 340G. Available at Adeeg Market.,"{""Chicken_Whole"",""chilled_foods"",""Digaag"",""dooro"",""frozen_chicken_&_poultry"",""Frozen_chicken_poultry"",""frozen_foods""}",al-Kabeer,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/sadiachickenfranks.jpg?v=1637485151,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/sadiachickenfranks.jpg?v=1637485151""}",false,1,none
Wara Moon Beam Empire 100ML,28.00,0.00,0.00,cosmetics,fragrance,💄,100,266932,9001,Wara Moon Beam Empire 100ML. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""cosmetics"",""Cosmetics_and_personal_care"",""impire"",""moon beam"",""perfume_spray"",""perfumes"",""perfumes_and_body_spray"",""personal_care"",""Wara Moon Beam Empire 100ML"",""Wara Moon Beam Smoky 100ML""}",WARA,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Empire.jpg?v=1764773826,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Empire.jpg?v=1764773826""}",false,1,none
Wara Moon Beam Smoky 100ML,28.00,0.00,0.00,cosmetics,fragrance,💄,100,266933,9001,Wara Moon Beam Smoky 100ML. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""cosmetics"",""Cosmetics_and_personal_care"",""moon beam"",""perfume_spray"",""perfumes"",""perfumes_and_body_spray"",""personal_care"",""Wara Moon Beam Smoky 100ML""}",WARA,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Smoky.jpg?v=1764773542,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Smoky.jpg?v=1764773542""}",false,1,none
Moos Sokori(Banana Sugar),0.15,0.00,0.00,food,fresh,🍎,100,130200,9001,Moos Sokori(Banana Sugar). Available at Adeeg Market.,"{""banana"",""Fresh Fruits"",""fresh_food"",""fresh_foods"",""fresh_fruits"",""fruit"",""fruits_&_Vegetable"",""fruits_fruits"",""Moos"",""moos sokori(sugar banana)"",""qudaar"",""weekend""}",Fruits,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/rasthali-banana.png?v=1764492680,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/rasthali-banana.png?v=1764492680""}",false,1,none
Canuuni(Custard Apple),2.20,0.00,0.00,food,fresh,🍎,100,130185,9001,Canuuni(Custard Apple). Available at Adeeg Market.,"{""cambe"",""CANUUNI"",""cosmetics_sale"",""Fresh Fruits"",""fresh_food"",""fresh_fruits"",""fruit"",""fruits_&_Vegetable"",""fruits_fruits"",""qudaar"",""qudrad"",""weekend""}",Fruits,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/51odLEcBXiL._AC_SX679_e4fad1b1-f9c8-4f0d-8822-d9575c5cd265.jpg?v=1764492156,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/51odLEcBXiL._AC_SX679_e4fad1b1-f9c8-4f0d-8822-d9575c5cd265.jpg?v=1764492156""}",false,1,none
Primo Peanut Butter Sugar Free 340G,1.50,0.00,0.00,food,dairy,🍎,100,,9001,Primo Peanut Butter Sugar Free 340G. Available at Adeeg Market.,"{""break_fast_&_milk_powder"",""break_fast_&_milk_products"",""breakfast_and_milk"",""butter_spread"",""grocery"",""jam_and_marmalade"",""jams_honey_&_spreads"",""Primo Peanut Butter Sugar Free 340G"",""spreads""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/88906113442046.jpg?v=1763914808,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/88906113442046.jpg?v=1763914808"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8906113442046.jpg?v=1763914796""}",false,1,none
Primo Peanut Butter Sugar Free 510G,2.50,0.00,0.00,food,dairy,🍎,100,,9001,Primo Peanut Butter Sugar Free 510G. Available at Adeeg Market.,"{""break_fast_&_milk_powder"",""break_fast_&_milk_products"",""breakfast_and_milk"",""butter_spread"",""grocery"",""jam_and_marmalade"",""jams_honey_&_spreads"",""Peanut Butter Sugar Free 510G"",""Primo Peanut Butter Sugar Free 510G"",""spreads""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/88906113442053.jpg?v=1763914544,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/88906113442053.jpg?v=1763914544"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8906113442053.jpg?v=1763914529""}",false,1,none
Hilwa Baby Milk No.2 400g,6.00,0.00,0.00,food,dairy,🍎,100,266865,9001,Hilwa Baby Milk No.2 400g. Available at Adeeg Market.,"{""_all_baby_food"",""baby_food"",""baby_foods"",""baby_milk"",""baby_milk_powder"",""baby_product"",""baby_products"",""caanaha caruurta"",""hilwa"",""Hilwa Baby"",""Hilwa Baby Milk"",""Hilwa Baby Milk No.2"",""Hilwa Baby Milk No.2 400g"",""sale""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/400g2_bdb4b156-308d-4dc2-b3e8-9b5db2b92be4.png?v=1763280438,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/400g2_bdb4b156-308d-4dc2-b3e8-9b5db2b92be4.png?v=1763280438""}",false,1,none
Hilwa Baby Milk No.1 400g,6.00,0.00,0.00,food,dairy,🍎,100,266863,9001,Hilwa Baby Milk No.1 400g. Available at Adeeg Market.,"{""_all_baby_food"",""baby_food"",""baby_foods"",""baby_milk"",""baby_milk_powder"",""baby_product"",""baby_products"",""caanaha caruurta"",""hilwa"",""Hilwa Baby"",""Hilwa Baby Milk"",""Hilwa Baby Milk No.1 400g"",""sale""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/400g_d0204b3f-32b6-4f9d-97c2-c921843926f1.png?v=1763280112,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/400g_d0204b3f-32b6-4f9d-97c2-c921843926f1.png?v=1763280112""}",false,1,none
Hilwa Baby Milk No.2 900g,12.50,0.00,0.00,food,dairy,🍎,100,266864,9001,Hilwa Baby Milk No.2 900g. Available at Adeeg Market.,"{""_all_baby_food"",""baby_food"",""baby_foods"",""baby_milk"",""baby_milk_powder"",""baby_product"",""baby_products"",""caanaha caruurta"",""hilwa"",""Hilwa Baby"",""Hilwa Baby Milk"",""Hilwa Baby Milk No.2"",""Hilwa Baby Milk No.2 900g"",""sale""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/HilwababyMilkno2.png?v=1763033738,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/HilwababyMilkno2.png?v=1763033738""}",false,1,none
Hilwa Baby Milk No.1 900g,12.50,0.00,0.00,food,dairy,🍎,100,,9001,Hilwa Baby Milk No.1 900g. Available at Adeeg Market.,"{""_all_baby_food"",""baby_food"",""baby_foods"",""baby_milk"",""baby_milk_powder"",""baby_product"",""baby_products"",""caanaha caruurta"",""hilwa"",""Hilwa Baby"",""Hilwa Baby Milk"",""Hilwa Baby Milk No.1"",""Hilwa Baby Milk No.1 900g"",""sale""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Hilwababyno1.jpg?v=1763032733,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/Hilwababyno1.jpg?v=1763032733""}",false,1,none
Ovaltine Malted Choco 800Gm,7.50,0.00,0.00,food,packaged,🍎,100,265411,9001,Ovaltine Malted Choco 800Gm. Available at Adeeg Market.,"{""baby_food"",""baby_foods"",""baby_product"",""baby_products"",""Ovaltine"",""Ovaltine Malted Choco""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8850086228001.png?v=1760883998,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8850086228001.png?v=1760883998""}",false,1,none
Sonkor (White Sugar)1Kg,0.95,0.00,0.00,food,beverages,🍎,100,,9001,Sonkor (White Sugar)1Kg. Available at Adeeg Market.,"{""all_roastery"",""desserts_dates_dry_fruits"",""Sonkor Gudud"",""Sugar"",""Sugar cad"",""white sugar""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/130304.png?v=1760359335,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/130304.png?v=1760359335""}",false,1,none
Jk copier A4 paper,4.50,0.00,0.00,food,packaged,🍎,100,,9001,Jk copier A4 paper. Available at Adeeg Market.,"{""A4"",""oil_colour"",""paper"",""photocopy"",""school_stationery"",""stationary"",""stationery_&_craft"",""warqad"",""warqad cad""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8995757022141.png?v=1760016272,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8995757022141.png?v=1760016272""}",false,1,none
SMA Optipro No: 3 800g,28.00,0.00,0.00,food,dairy,🍎,100,01-09-01-02-83,9001,SMA Optipro No: 3 800g. Available at Adeeg Market.,"{""_all_baby_food"",""baby_food"",""baby_foods"",""baby_milk"",""baby_milk_powder"",""baby_product"",""baby_products"",""nan_milk_powder_no2_800g""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/7613287214041.jpg?v=1667823523,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/7613287214041.jpg?v=1667823523"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/7613287214041-1.jpg?v=1667823524"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/7613287214041-2.jpg?v=1667823524""}",false,1,none
Veet Silky Fresh Hair Removal Cream Sensitive Skin 100Ml,3.00,0.00,0.00,cosmetics,haircare,💄,100,215977,9001,Veet Silky Fresh Hair Removal Cream Sensitive Skin 100Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""BODY CREAM & MOISTURISER"",""body_care"",""Body_Cream"",""Body_Cream_&_Moisturiser"",""Body_Lotion"",""cosmetics"",""Cosmetics_and_personal_care"",""Hair Removal"",""personal_care"",""Sensitive Skin"",""Veet Silky""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/5000146980353.png?v=1756991938,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/5000146980353.png?v=1756991938""}",false,1,none
Cosmo Shower Scrub Carrot 1000Ml,5.50,0.00,0.00,cosmetics,skincare,💄,100,212846,9001,Cosmo Shower Scrub Carrot 1000Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""all_shower_gel_&_soap"",""bodoy wash"",""body wash"",""body_care"",""Body_Wash"",""cosmetics"",""cosmetics_and_personal_care"",""personal_care"",""Pretty Be Moroccan Soap Olive Oil Body Wash 1000Ml"",""shower"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6294015173116.png?v=1756989564,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6294015173116.png?v=1756989564""}",false,1,none
Pretty Be Moroccan Soap Olive Oil Body Wash 1000Ml,5.00,0.00,0.00,cosmetics,skincare,💄,100,211479,9001,Pretty Be Moroccan Soap Olive Oil Body Wash 1000Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""all_shower_gel_&_soap"",""bodoy wash"",""body wash"",""body_care"",""Body_Wash"",""cosmetics"",""cosmetics_and_personal_care"",""personal_care"",""Pretty Be Moroccan Soap Olive Oil Body Wash 1000Ml"",""shower"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6291109864875.png?v=1756989308,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6291109864875.png?v=1756989308""}",false,1,none
Femfresh Active deodorant 125ML,5.50,0.00,0.00,cosmetics,fragrance,💄,100,263787,9001,Femfresh Active deodorant 125ML. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_spray"",""cosmetics"",""Cosmetics_and_personal_care"",""Deo Spray"",""deodorant"",""Femfresh"",""perfumes"",""perfumes_and_body_spray"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/5010724528204.png?v=1756987994,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/5010724528204.png?v=1756987994""}",false,1,none
Femfresh Freshness Deo Spray 125 Ml,5.50,0.00,0.00,cosmetics,fragrance,💄,100,218511,9001,Femfresh Freshness Deo Spray 125 Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_spray"",""cosmetics"",""Cosmetics_and_personal_care"",""Deo Spray"",""Femfresh"",""perfumes"",""perfumes_and_body_spray"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/5000167002126.png?v=1756987589,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/5000167002126.png?v=1756987589""}",false,1,none
Safa Glucose-D Mango Flavour 450G,0.80,0.00,0.00,medicine,otc,💊,100,,9001,Safa Glucose-D Mango Flavour 450G. Available at Adeeg Market.,"{""drinks"",""juice_drinks"",""juice_powder"",""Juice_powder_and_syrup"",""Safa Glucose-D Mango Flavour 450G""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/SafaGlucoseMango24x450Gm.png?v=1729519115,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/SafaGlucoseMango24x450Gm.png?v=1729519115""}",false,1,none
Saavia Pure Sesami Oil 2.5L,10.00,0.00,0.00,food,beverages,🍎,100,265531,9001,Saavia Pure Sesami Oil 2.5L. Available at Adeeg Market.,"{""all_roastery"",""desserts_dates_dry_fruits"",""Pure Sesame Oil"",""Saavia Pure"",""saliid"",""Sesame"",""Sesame Oil"",""Sesami Oil 2.5L""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2.5litre.png?v=1756725436,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2.5litre.png?v=1756725436""}",false,1,none
Saavia Pure Sesami Oil 1L,5.00,0.00,0.00,food,beverages,🍎,100,265530,9001,Saavia Pure Sesami Oil 1L. Available at Adeeg Market.,"{""all_roastery"",""desserts_dates_dry_fruits"",""Pure Sesame Oil"",""Saavia Pure"",""saliid"",""Sesame"",""Sesame Oil""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/1litre.png?v=1756725280,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/1litre.png?v=1756725280""}",false,1,none
Al Kabeer 8 Mutton Seekh Kebab 320Gm,6.00,0.00,0.00,food,fresh,🍎,100,01-02-03-01-23,9001,Al Kabeer 8 Mutton Seekh Kebab 320Gm. Available at Adeeg Market.,"{""Chicken_Whole"",""chilled_foods"",""Digaag"",""dooro"",""frozen_chicken_&_poultry"",""Frozen_chicken_poultry"",""frozen_foods""}",al-Kabeer,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/5033712120051.jpg?v=1637484050,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/5033712120051.jpg?v=1637484050""}",false,1,none
FROZEN CHICKEN KEBAB IN TRAY 250g,1.50,0.00,0.00,food,snacks,🍎,100,264889,9001,FROZEN CHICKEN KEBAB IN TRAY 250g. Available at Adeeg Market.,"{""CHICKEN KEBAB"",""chilled"",""Digaag"",""dooro"",""Frozen Chicken"",""FROZEN CHICKEN KEBAB"",""frozen_chicken_&_poultry"",""frozen_food"",""frozen_foods"",""lightly""}",Frech Fries,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024614082.png?v=1754735260,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024614082.png?v=1754735260""}",false,1,none
FROZEN CHICKEN CORDON BLEU 1KG,6.50,0.00,0.00,food,snacks,🍎,100,264886,9001,FROZEN CHICKEN CORDON BLEU 1KG. Available at Adeeg Market.,"{""CHICKEN CORDON BLEU"",""chilled"",""Digaag"",""dooro"",""Frozen Chicken"",""FROZEN CHICKEN CORDON BLEU"",""frozen_chicken_&_poultry"",""frozen_food"",""frozen_foods"",""lightly""}",Frech Fries,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024607268.png?v=1754735033,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024607268.png?v=1754735033""}",false,1,none
FROZEN CHICKEN NUGGET 1Kg,5.50,0.00,0.00,food,snacks,🍎,100,264885,9001,FROZEN CHICKEN NUGGET 1Kg. Available at Adeeg Market.,"{""CHICKEN NUGGET"",""chilled"",""Digaag"",""dooro"",""Frozen Chicken"",""FROZEN CHICKEN NUGGET"",""frozen_chicken_&_poultry"",""frozen_food"",""frozen_foods"",""lightly""}",Frech Fries,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024603260.png?v=1754734785,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024603260.png?v=1754734785""}",false,1,none
FROZEN CHICKEN NUGGET IN TRAY 300g,2.00,0.00,0.00,food,snacks,🍎,100,264888,9001,FROZEN CHICKEN NUGGET IN TRAY 300g. Available at Adeeg Market.,"{""CHICKEN NUGGET"",""chilled"",""Digaag"",""dooro"",""Frozen Chicken"",""FROZEN CHICKEN NUGGET"",""frozen_chicken_&_poultry"",""frozen_food"",""frozen_foods"",""lightly""}",Frech Fries,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024603086.png?v=1754734644,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024603086.png?v=1754734644""}",false,1,none
FROZEN CHICKEN SCHNITZEL IN TRAY 300g,2.00,0.00,0.00,food,snacks,🍎,100,264887,9001,FROZEN CHICKEN SCHNITZEL IN TRAY 300g. Available at Adeeg Market.,"{""CHICKEN SCHNITZEL"",""chilled"",""Digaag"",""dooro"",""Frozen Chicken"",""FROZEN CHICKEN SCHNITZEL"",""frozen_chicken_&_poultry"",""frozen_food"",""frozen_foods"",""lightly""}",Frech Fries,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024600085.png?v=1754734504,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024600085.png?v=1754734504""}",false,1,none
FROZEN CHICKEN DONER IN TRAY 250g,3.00,0.00,0.00,food,snacks,🍎,100,264884,9001,FROZEN CHICKEN DONER IN TRAY 250g. Available at Adeeg Market.,"{""CHICKEN DONER"",""chilled"",""Digaag"",""dooro"",""Frozen Chicken"",""FROZEN CHICKEN DONER"",""Frozen Chicken Wing"",""frozen_chicken_&_poultry"",""frozen_food"",""frozen_foods"",""lightly""}",Frech Fries,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024315446.png?v=1754734336,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8696024315446.png?v=1754734336""}",false,1,none
Frozen Chicken Wing,10.00,0.00,0.00,food,snacks,🍎,100,242251,9001,Frozen Chicken Wing. Available at Adeeg Market.,"{""chilled"",""Digaag"",""dooro"",""Frozen Chicken"",""Frozen Chicken Wing"",""frozen_chicken_&_poultry"",""frozen_food"",""frozen_foods"",""lightly"",""sale""}",Frech Fries,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2820187020008.png?v=1754734156,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2820187020008.png?v=1754734156""}",false,1,none
Frozen Chicken Drumstick,6.00,0.00,0.00,food,snacks,🍎,100,242250,9001,Frozen Chicken Drumstick. Available at Adeeg Market.,"{""Chicken Drumstick"",""Chicken_Drumsticks"",""chilled"",""Digaag"",""dooro"",""Frozen Chicken"",""frozen_chicken_&_poultry"",""frozen_food"",""frozen_foods"",""lightly""}",Frech Fries,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2810887020002.png?v=1754723071,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/2810887020002.png?v=1754723071""}",false,1,none
London Dairy Ice Cream Cookies & Cream 500ml,8.00,0.00,0.00,food,dairy,🍎,100,255317,9001,London Dairy Ice Cream Cookies & Cream 500ml. Available at Adeeg Market.,"{""dairy"",""dairy_eggs"",""fresh_food"",""fresh_foods"",""Ice Cream"",""Ice Cream Cookies & Cream"",""laban"",""London Dairy""}",almarai,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6291003095917.png?v=1754722944,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6291003095917.png?v=1754722944""}",false,1,none
