name,price,original_price,cost,category,sub_category,icon,stock,sku,supplier_id,description,tags,brand,image_url,image_urls,is_b2b,moq,tax_mode
"A3907 Palma Low Casserole 28x7,5",35.00,0.00,0.00,home,kitchen,🏠,100,04-01-03-01-792,9001,"A3907 Palma Low Casserole 28x7,5. Available at Adeeg Market.","{""cooking_&_bakeware"",""house_hold"",""kitchen_dining_and_household"",""Korkmaz""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-kisa-tencere-28x75-cm-a3907-yanmaz-yapismaz-tencere-13353-94-B.jpg?v=1707308693,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-kisa-tencere-28x75-cm-a3907-yanmaz-yapismaz-tencere-13353-94-B.jpg?v=1707308693""}",false,1,none
A3906 Palma Low Casserole 26x7,33.00,0.00,0.00,home,kitchen,🏠,100,04-01-03-01-791,9001,A3906 Palma Low Casserole 26x7. Available at Adeeg Market.,"{""cooking_&_bakeware"",""house_hold"",""kitchen_dining_and_household"",""Korkmaz""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-kisa-tencere-26x7-a3906-yanmaz-yapismaz-tencere-13372-94-O.jpg?v=1707308595,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-kisa-tencere-26x7-a3906-yanmaz-yapismaz-tencere-13372-94-O.jpg?v=1707308595""}",false,1,none
"A3905 Palma Low Casserole 24x6,5",34.00,0.00,0.00,home,kitchen,🏠,100,04-01-03-01-790,9001,"A3905 Palma Low Casserole 24x6,5. Available at Adeeg Market.","{""cooking_&_bakeware"",""house_hold"",""kitchen_dining_and_household"",""Korkmaz""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-tencere-24x65-cm-a3905-yanmaz-yapismaz-tencere-13374-94-B.jpg?v=1707308482,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-tencere-24x65-cm-a3905-yanmaz-yapismaz-tencere-13374-94-B.jpg?v=1707308482""}",false,1,none
"A3904 Palma Casserole 28x14,5",40.00,0.00,0.00,home,kitchen,🏠,100,04-01-03-01-789,9001,"A3904 Palma Casserole 28x14,5. Available at Adeeg Market.","{""cooking_&_bakeware"",""house_hold"",""kitchen_dining_and_household"",""Korkmaz""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-tencere-28x145-cm-a3904-yanmaz-yapismaz-tencere-13385-94-B.jpg?v=1707308379,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-tencere-28x145-cm-a3904-yanmaz-yapismaz-tencere-13385-94-B.jpg?v=1707308379""}",false,1,none
"A3903 Palma Casserole 24x12,5",35.00,0.00,0.00,home,kitchen,🏠,100,04-01-03-01-788,9001,"A3903 Palma Casserole 24x12,5. Available at Adeeg Market.","{""cooking_&_bakeware"",""house_hold"",""kitchen_dining_and_household"",""Korkmaz""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-tencere-24x125-cm-a3903-yanmaz-yapismaz-tencere-13379-94-O.jpg?v=1707308258,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-tencere-24x125-cm-a3903-yanmaz-yapismaz-tencere-13379-94-O.jpg?v=1707308258""}",false,1,none
"A3902 Palma Casserole 20x10,5",30.00,0.00,0.00,home,kitchen,🏠,100,04-01-03-01-787,9001,"A3902 Palma Casserole 20x10,5. Available at Adeeg Market.","{""cooking_&_bakeware"",""house_hold"",""kitchen_dining_and_household"",""Korkmaz""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-tencere-20x105-cm-a3902-yanmaz-yapismaz-tencere-13363-94-B.jpg?v=1707308014,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/korkmaz-palma-tencere-20x105-cm-a3902-yanmaz-yapismaz-tencere-13363-94-B.jpg?v=1707308014""}",false,1,none
A3901 Palma Casserole 18x9,20.00,0.00,0.00,home,kitchen,🏠,100,04-01-03-01-786,9001,A3901 Palma Casserole 18x9. Available at Adeeg Market.,"{""cooking_&_bakeware"",""house_hold"",""kitchen_dining_and_household"",""Korkmaz""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/A3901PalmaCasserole18x9.jpg?v=1707307873,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/A3901PalmaCasserole18x9.jpg?v=1707307873""}",false,1,none
SUPER GENERAL Feero STEAM  IRON  SGI 55SC,25.00,0.00,0.00,electronics,acc_elec,📱,100,09-02-01-02-05,9001,SUPER GENERAL Feero STEAM  IRON  SGI 55SC. Available at Adeeg Market.,"{""electronics_and_home_appliances"",""home_appliances"",""household_appliances"",""iron"",""sgi55sc"",""super_general""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/SteamIron.png?v=1634472373,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/SteamIron.png?v=1634472373""}",false,1,none
Hilwa Whole Kernel Sweet Corn 425Gm,1.00,0.00,0.00,food,snacks,🍎,100,01-05-03-01-02,9001,Hilwa Whole Kernel Sweet Corn 425Gm. Available at Adeeg Market.,"{""all_canned_food"",""canned_&_prepared_foods"",""canned_vegetables"",""food_preparation"",""hilwa_whole_kernel"",""sweet_corn""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/HilwaWholeCorn1.jpg?v=1632582763,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/HilwaWholeCorn1.jpg?v=1632582763"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/HilwaWholeCorn1b.jpg?v=1632582765""}",false,1,none
Hilwa Custard Powder 450Gm,1.80,0.00,0.00,food,fresh,🍎,100,01-07-02-01-02,9001,Hilwa Custard Powder 450Gm. Available at Adeeg Market.,"{""all_desserts"",""custard_powder"",""desserts"",""desserts_dates_dry_fruits"",""hilwa_custard_powder""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/HilwaCustardPowder.jpg?v=1632820763,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/HilwaCustardPowder.jpg?v=1632820763"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/HilwaCustardPowder.png?v=1731239445""}",false,1,none
PISTACHIO SALTED 1KG,15.00,0.00,0.00,food,beverages,🍎,100,130512,9001,PISTACHIO SALTED 1KG. Available at Adeeg Market.,"{""desserts_dates_dry_fruits"",""nuts_and_dry_fruits"",""pistachios_salted""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/Hayat4.jpg?v=1632810819,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/Hayat4.jpg?v=1632810819""}",false,1,none
Osso Dibek Coffee 200G,2.50,0.00,0.00,food,beverages,🍎,100,01-03-02-03-16,9001,Osso Dibek Coffee 200G. Available at Adeeg Market.,"{""cabitaan"",""coffee"",""coffee_and_tea"",""drinks"",""grocery"",""kafee"",""kafeega"",""mehemt_effendi_coffee""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8680931070031.jpg?v=1633593346,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8680931070031.jpg?v=1633593346""}",false,1,none
SUPER GENERAL  3L RICE COOKER  SG RC30W,60.00,0.00,0.00,electronics,acc_elec,📱,100,09-02-02-02-17,9001,SUPER GENERAL  3L RICE COOKER  SG RC30W. Available at Adeeg Market.,"{""electronics_and_home_appliances"",""home_appliances"",""household_appliances"",""rice_cooker"",""sgrc30w"",""super_general""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/3LElectricRiceCooker.png?v=1634561499,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/3LElectricRiceCooker.png?v=1634561499""}",false,1,none
Meat Grinder SGMG86Y,95.00,0.00,0.00,electronics,acc_elec,📱,100,09-02-02-04-17,9001,Meat Grinder SGMG86Y. Available at Adeeg Market.,"{""electronics_and_home_appliances"",""home_appliances"",""household_appliances"",""meat_grinder"",""sgmg86y""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/MEATGRINDER_1400W.png?v=1634559415,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/MEATGRINDER_1400W.png?v=1634559415""}",false,1,none
HP Classic BBQ 465g,4.50,0.00,0.00,clothes,mens,👕,100,01-05-04-10-04,9001,HP Classic BBQ 465g. Available at Adeeg Market.,"{""acili"",""bbq_sauce"",""classic_bbq"",""food_preparation"",""hp_bbq"",""sauce_and_dressings"",""tomato_ketchup"",""tomato_paste_sauce_ketchup"",""yaanyo""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/5000111047371.jpg?v=1638077680,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/5000111047371.jpg?v=1638077680""}",false,1,none
Hilwa Light Meat Tuna With Sunf Oil 95G,0.75,0.00,0.00,food,fresh,🍎,100,01-05-03-02-05,9001,Hilwa Light Meat Tuna With Sunf Oil 95G. Available at Adeeg Market.,"{""all_canned_food"",""canned_&_prepared_foods"",""canned_fish"",""food_preparation"",""hilwa"",""Kaluun"",""light_meat_tuna"",""malaay"",""sale"",""with_sunflower_oil""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/HilwaLightmeatTunaWithSunfOil48X95G_1_.JPG_9de0d60f-b2f3-468b-8a3b-8fe7536a065a.png?v=1638948641,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/HilwaLightmeatTunaWithSunfOil48X95G_1_.JPG_9de0d60f-b2f3-468b-8a3b-8fe7536a065a.png?v=1638948641"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/HilwaLightmeatTunaWithSunfOil48X95G_1_.JPG-1_260739e6-abe2-4ba6-bdca-c61721b2c057.png?v=1638948641""}",false,1,none
Hilwa Light Meat Tuna With Vegtable Oil 185G,1.20,0.00,0.00,food,fresh,🍎,100,01-05-03-02-05,9001,Hilwa Light Meat Tuna With Vegtable Oil 185G. Available at Adeeg Market.,"{""all_canned_food"",""canned_&_prepared_foods"",""canned_fish"",""food_preparation"",""light_meat_tuna"",""malaay"",""omar"",""sale""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6297000297941.png?v=1643521106,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6297000297941.png?v=1643521106""}",false,1,none
Hilwa Light Meat Tuna With Vegtable Oil 95G,0.75,0.00,0.00,food,fresh,🍎,100,01-05-03-02-04,9001,Hilwa Light Meat Tuna With Vegtable Oil 95G. Available at Adeeg Market.,"{""all_canned_food"",""canned_&_prepared_foods"",""canned_fish"",""food_preparation"",""light_meat_tuna"",""malaay"",""omar""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6297000297958.png?v=1643521438,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6297000297958.png?v=1643521438""}",false,1,none
M210825-329 DSP POWDER GRINDER KA3025 220V,36.00,0.00,0.00,home,kitchen,🏠,100,09-02-02-04-76,9001,M210825-329 DSP POWDER GRINDER KA3025 220V. Available at Adeeg Market.,"{""airfayer"",""electronics_and_home_appliances"",""grinders_&_blenders"",""home_appliances"",""household_appliances"",""ice"",""ice_kreem"",""kitchen_appliances"",""kitchen_sale""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/M210825-329CoffeeMaker_220V.jpg?v=1654953158,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/M210825-329CoffeeMaker_220V.jpg?v=1654953158""}",false,1,none
KANZ  Royal Mango Juice Drink 2L,2.80,0.00,0.00,food,beverages,🍎,100,01-03-01-01-252,9001,KANZ  Royal Mango Juice Drink 2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sale"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580250.png?v=1658744561,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580250.png?v=1658744561""}",false,1,none
KANZ Pink Guava Juice Drink 2L,2.80,0.00,0.00,food,beverages,🍎,100,01-03-01-01-253,9001,KANZ Pink Guava Juice Drink 2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580274.png?v=1658744742,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580274.png?v=1658744742""}",false,1,none
KANZ White Guava Juice Drink 2L,2.80,0.00,0.00,food,beverages,🍎,100,01-03-01-01-254,9001,KANZ White Guava Juice Drink 2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sale"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580281.png?v=1658744812,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580281.png?v=1658744812""}",false,1,none
KANZ Mix Fruit Juice Drink 2L,2.80,0.00,0.00,food,beverages,🍎,100,01-03-01-01-255,9001,KANZ Mix Fruit Juice Drink 2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580298.png?v=1658744874,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580298.png?v=1658744874""}",false,1,none
KANZ Peach Juice Drink 2L,2.80,0.00,0.00,food,beverages,🍎,100,01-03-01-01-256,9001,KANZ Peach Juice Drink 2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580304.png?v=1658744999,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580304.png?v=1658744999""}",false,1,none
KANZ Orange Juice Drink 2L,2.80,0.00,0.00,food,beverages,🍎,100,01-03-01-01-259,9001,KANZ Orange Juice Drink 2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sale"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580335.png?v=1658745059,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580335.png?v=1658745059""}",false,1,none
KANZ Grapes Juice Drink  2L,3.00,0.00,0.00,food,beverages,🍎,100,01-03-01-01-260,9001,KANZ Grapes Juice Drink  2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sale"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580342.png?v=1658745118,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580342.png?v=1658745118""}",false,1,none
KANZ Falsa Juice Drink 2L,2.80,0.00,0.00,food,beverages,🍎,100,01-03-01-01-261,9001,KANZ Falsa Juice Drink 2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sale"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580359.png?v=1658745179,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580359.png?v=1658745179""}",false,1,none
KANZ Strawberry Juice Drink 2L,2.80,0.00,0.00,food,beverages,🍎,100,01-03-01-01-262,9001,KANZ Strawberry Juice Drink 2L. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""faragello"",""fruit_drinks_and_juices"",""guava"",""juice"",""juices"",""sale"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580366.png?v=1658745324,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8997241580366.png?v=1658745324""}",false,1,none
Kanz Mayonnaise 946ml,2.50,0.00,0.00,clothes,mens,👕,0,01-05-06-01-06,9001,Kanz Mayonnaise 946ml. Available at Adeeg Market.,"{""american_garden_real_mayonnaise"",""food_preparation"",""mayonnaise"",""sauce_and_dressings"",""stock_and_mayonnaise""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/kanz-yar.png?v=1675749889,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/kanz-yar.png?v=1675749889""}",false,1,none
"M210825-304 Waffle Baker, 220V",10.00,0.00,0.00,home,kitchen,🏠,100,09-02-02-04-82,9001,"M210825-304 Waffle Baker, 220V. Available at Adeeg Market.","{""electronics_and_home_appliances"",""home_appliances"",""household_appliances"",""kitchen_sale"",""meat_grinder"",""sgmg86y""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/860006586539-3.jpg?v=1703931214,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/860006586539-3.jpg?v=1703931214"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/860006586539-1.jpg?v=1703931214"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/860006586539.jpg?v=1703931213"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/860006586539-2.jpg?v=1703931213""}",false,1,none
M210825-328 Coffee Grinder 220V,23.00,0.00,0.00,home,kitchen,🏠,100,09-02-02-04-75,9001,M210825-328 Coffee Grinder 220V. Available at Adeeg Market.,"{""airfayer"",""coffee maker"",""electronics_and_home_appliances"",""home_appliances"",""household_appliances"",""ice"",""ice_kreem"",""kitchen_appliances""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6971324566555-1.jpg?v=1663222320,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6971324566555-1.jpg?v=1663222320"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6971324566555.jpg?v=1663222320"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6971324566555-2.jpg?v=1663222255"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6971324566555-3.jpg?v=1663222256""}",false,1,none
Lavazza Espresso Italiano Classico Coffee 1000G,18.50,0.00,0.00,food,beverages,🍎,100,01-03-02-03-127,9001,Lavazza Espresso Italiano Classico Coffee 1000G. Available at Adeeg Market.,"{""cabitaan"",""coffee"",""coffee_and_tea"",""drinks"",""grocery"",""kafee"",""kafeega"",""nescafe_classic_50g""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8000070018747.png?v=1675772880,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8000070018747.png?v=1675772880""}",false,1,none
Suntop Drink Berry Mix 250ml,0.50,0.00,0.00,food,dairy,🍎,100,01-03-01-01-374,9001,Suntop Drink Berry Mix 250ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sale"",""sharaab"",""suntop""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/3-1.png?v=1679903598,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/3-1.png?v=1679903598"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/3-2.png?v=1679903598""}",false,1,none
Suntop Mango & Apple 250ml,0.50,0.00,0.00,food,dairy,🍎,100,6162008400030,9001,Suntop Mango & Apple 250ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sale"",""sharaab"",""suntop""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4-1.png?v=1679903739,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4-1.png?v=1679903739"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4-2.png?v=1679903740""}",false,1,none
Sun Top Orange Juice 250ml,0.50,0.00,0.00,food,dairy,🍎,100,01-03-01-01-373,9001,Sun Top Orange Juice 250ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sale"",""sharaab"",""suntop""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/2_d4526cea-a546-45ca-aaf2-b734441c9792.png?v=1679904047,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/2_d4526cea-a546-45ca-aaf2-b734441c9792.png?v=1679904047"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/1-2.png?v=1679904047""}",false,1,none
Suntop Blackcurrent 250ml,0.50,0.00,0.00,food,dairy,🍎,100,01-03-01-01-375,9001,Suntop Blackcurrent 250ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sale"",""sharaab"",""suntop""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/0.png?v=1679904160,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/0.png?v=1679904160"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/0-1.png?v=1679904160""}",false,1,none
Sunquick Mango 700ml,3.50,0.00,0.00,food,dairy,🍎,0,01-03-03-01-72,9001,Sunquick Mango 700ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sharaab"",""Sunquick""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401020.png?v=1680075488,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401020.png?v=1680075488""}",false,1,none
Sunquick Orange 700ml,3.50,0.00,0.00,food,dairy,🍎,0,01-03-03-01-73,9001,Sunquick Orange 700ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sharaab"",""Sunquick""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401006.png?v=1680075742,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401006.png?v=1680075742""}",false,1,none
Sunquick Mandarin 700ml,3.00,0.00,0.00,food,dairy,🍎,0,01-03-03-01-75,9001,Sunquick Mandarin 700ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sharaab"",""Sunquick""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401044.png?v=1680075842,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401044.png?v=1680075842""}",false,1,none
Sunquick Tropical 700ml,3.00,3.50,0.00,food,dairy,🍎,0,01-03-03-01-71,9001,Sunquick Tropical 700ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sharaab"",""Sunquick""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401037.png?v=1680075949,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401037.png?v=1680075949""}",false,1,none
Sunquick Blackcurrent 700ml,3.00,3.50,0.00,food,dairy,🍎,0,01-03-03-01-74,9001,Sunquick Blackcurrent 700ml. Available at Adeeg Market.,"{""200ml"",""banana_milk"",""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sharaab"",""Sunquick""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401051.png?v=1680076396,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6162008401051.png?v=1680076396""}",false,1,none
Mobakher Grape Leaves 600g,4.50,0.00,0.00,food,fresh,🍎,0,01-05-05-05-38,9001,Mobakher Grape Leaves 600g. Available at Adeeg Market.,"{""all_canned_food"",""canned_&_prepared_foods"",""canned_vegetables"",""cucumber"",""food_preparation"",""Gazal Pickle Cucumber 680 G"",""masala"",""shan_kebab"",""tandoori_masala""}",Shan,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6210961051032.png?v=1699080784,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6210961051032.png?v=1699080784""}",false,1,none
Juhayna Classics Juice Red Grapes 1Ltr,1.20,0.00,0.00,food,beverages,🍎,100,01-03-01-01-623,9001,Juhayna Classics Juice Red Grapes 1Ltr. Available at Adeeg Market.,"{""cabitaan"",""Canab"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juhayna"",""juices"",""red_grapes""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336195-3.png?v=1699968817,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336195-3.png?v=1699968817"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336195-2.png?v=1699968817"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336195-1.png?v=1699968816""}",false,1,none
Juhayna Classics Juice Guava 1Ltr,1.20,0.00,0.00,food,beverages,🍎,0,01-03-01-01-620,9001,Juhayna Classics Juice Guava 1Ltr. Available at Adeeg Market.,"{""cabitaan"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""guava"",""juhayna"",""juices"",""saytuun""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336157-2.png?v=1699969995,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336157-2.png?v=1699969995"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336157-1.png?v=1699969995""}",false,1,none
Juhayna Classics Juice Mango 1Ltr,1.20,0.00,0.00,food,beverages,🍎,0,01-03-01-01-619,9001,Juhayna Classics Juice Mango 1Ltr. Available at Adeeg Market.,"{""cabitaan"",""canbe"",""canbo"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juhayna"",""juices"",""mango""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336133-2.png?v=1699971026,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336133-2.png?v=1699971026"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336133-1.png?v=1699971026"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336133-3.png?v=1699971026""}",false,1,none
Juhayna Classics Juice Pineapple 1Ltr,1.20,0.00,0.00,food,beverages,🍎,100,01-03-01-01-624,9001,Juhayna Classics Juice Pineapple 1Ltr. Available at Adeeg Market.,"{""ananas"",""cabitaan"",""Cananaas"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juhayna"",""juices"",""pineapple""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336164-2.png?v=1699971461,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336164-2.png?v=1699971461"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014336164-1.png?v=1699971461""}",false,1,none
Juhayna Red Grapes Drink 235ml,0.50,0.00,0.00,food,beverages,🍎,100,01-03-01-01-150,9001,Juhayna Red Grapes Drink 235ml. Available at Adeeg Market.,"{""235ml"",""cabitaan"",""cabitaan_yaryar"",""Canab"",""cold_drinks"",""drinks"",""fruit_drinks_and_juices"",""juices"",""sharaab""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014330742-2.png?v=1699972716,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014330742-2.png?v=1699972716"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/6222014330742-1.png?v=1699972716""}",false,1,none
